user_id,age_group,skin_type,acne_type,acne_severity,breakout_location,product_sensitivity,allergen,skin_concern,humidity,pollution,temperature,hormonal_phase,recommended_treatment
U0175,18-24,Combination,Papules,Mild,All over face,Often reacts,Parabens,Large pores,High,Medium,Hot,None,Soothing Cleanser
U0553,45+,Dry,Cyst,Severe,Jawline and chin,Rarely reacts,Parabens,Dark spots/Uneven tone,Medium,Low,Hot,None,Retinoid Treatment
U0382,35-44,Oily,Blackheads,Moderate,Cheeks and jawline,Rarely reacts,Parabens,Anti-aging,Low,High,Hot,None,BHA Exfoliant
U1201,45+,Normal,Pustules,Mild,T-Zone (forehead/nose),Often reacts,Alcohol,Acne and breakouts,Medium,High,Hot,Follicular,Soothing Cleanser
U0019,13-17,Oily,Papules,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Acne and breakouts,Low,Low,Cold,Ovulation,Salicylic Acid Cleanser
U1191,45+,Oily,Blackheads,Severe,Cheeks and jawline,Often reacts,Parabens,Dark spots/Uneven tone,Medium,Medium,Cold,None,Retinoid Treatment
U0286,13-17,Dry,Blackheads,Moderate,Jawline and chin,Sometimes reacts,Sulfates,Dark spots/Uneven tone,Low,High,Moderate,None,Niacinamide Serum
U1211,18-24,Oily,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Dryness or flakiness,High,Low,Cold,None,BHA Exfoliant
U0747,45+,Combination,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Fragrance,Anti-aging,High,High,Hot,Follicular,BHA Exfoliant
U1222,18-24,Normal,Blackheads,Moderate,T-Zone (forehead/nose),Often reacts,Parabens,Oily/Shiny skin,Low,Medium,Cold,Luteal,Soothing Cleanser
U0032,13-17,Combination,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Anti-aging,Low,Medium,Hot,None,BHA Exfoliant
U1162,18-24,Sensitive,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Fragrance,Dryness or flakiness,High,High,Cold,Follicular,Soothing Cleanser
U0211,35-44,Dry,Whiteheads,Severe,Cheeks and jawline,Sometimes reacts,Alcohol,Large pores,Medium,Medium,Moderate,Menstrual,Retinoid Treatment
U1000,35-44,Combination,Whiteheads,Moderate,Cheeks and jawline,Rarely reacts,Alcohol,Dryness or flakiness,Low,Medium,Hot,Follicular,Gentle Hydrating Cleanser
U0479,18-24,Dry,Blackheads,Moderate,T-Zone (forehead/nose),Sometimes reacts,Parabens,Dryness or flakiness,High,High,Cold,Luteal,Niacinamide Serum
U0837,35-44,Sensitive,Cyst,Severe,All over face,Sometimes reacts,Alcohol,Large pores,High,High,Hot,Follicular,Retinoid Treatment
U0644,45+,Oily,Whiteheads,Mild,Jawline and chin,Often reacts,Alcohol,Dryness or flakiness,Medium,High,Hot,Follicular,Soothing Cleanser
U0963,45+,Oily,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Large pores,Medium,Medium,Hot,None,Retinoid Treatment
U0395,45+,Dry,Papules,Severe,T-Zone (forehead/nose),Rarely reacts,Sulfates,Large pores,High,Medium,Hot,Luteal,Retinoid Treatment
U1193,45+,Oily,Papules,Moderate,T-Zone (forehead/nose),Rarely reacts,None,Large pores,Low,High,Moderate,Luteal,Niacinamide Serum
U0189,18-24,Normal,Cyst,Severe,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,Medium,Low,Hot,Luteal,Retinoid Treatment
U1176,35-44,Oily,Blackheads,Moderate,All over face,Sometimes reacts,None,Dryness or flakiness,Medium,High,Cold,Luteal,Niacinamide Serum
U0967,13-17,Normal,Cyst,Severe,All over face,Rarely reacts,None,Anti-aging,Low,High,Hot,Luteal,Benzoyl Peroxide Treatment
U0635,13-17,Sensitive,Whiteheads,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,High,Medium,Cold,Luteal,Soothing Cleanser
U0494,18-24,Dry,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Anti-aging,Medium,Low,Hot,Follicular,Gentle Hydrating Cleanser
U1342,25-34,Dry,Blackheads,Moderate,All over face,Sometimes reacts,Alcohol,Acne and breakouts,High,High,Hot,None,Gentle Hydrating Cleanser
U0932,35-44,Oily,Pustules,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Anti-aging,Low,Medium,Moderate,Follicular,Salicylic Acid Cleanser
U0084,18-24,Normal,Cyst,Severe,Jawline and chin,Often reacts,Parabens,Acne and breakouts,Medium,High,Moderate,None,Retinoid Treatment
U0694,18-24,Oily,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Alcohol,Anti-aging,Low,Medium,Hot,Menstrual,Niacinamide Serum
U0049,45+,Sensitive,Whiteheads,Mild,Jawline and chin,Often reacts,None,Dryness or flakiness,Medium,Medium,Hot,None,Soothing Cleanser
U1138,13-17,Normal,Cyst,Moderate,All over face,Often reacts,Sulfates,Dryness or flakiness,Medium,Low,Moderate,Luteal,Retinoid Treatment
U0156,13-17,Oily,Cyst,Moderate,Cheeks and jawline,Sometimes reacts,None,Dark spots/Uneven tone,High,Low,Moderate,Follicular,Benzoyl Peroxide Treatment
U0427,13-17,Oily,Pustules,Severe,T-Zone (forehead/nose),Rarely reacts,Parabens,Large pores,Low,High,Cold,Follicular,Retinoid Treatment
U1164,18-24,Normal,Papules,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,High,Medium,Hot,None,Soothing Cleanser
U0436,45+,Dry,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Sulfates,Dryness or flakiness,High,High,Moderate,None,Gentle Hydrating Cleanser
U1074,18-24,Combination,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Dark spots/Uneven tone,High,Medium,Hot,None,Niacinamide Serum
U0835,35-44,Normal,Cyst,Severe,Jawline and chin,Often reacts,Alcohol,Dryness or flakiness,Low,Medium,Cold,Luteal,Retinoid Treatment
U1256,18-24,Normal,Papules,Moderate,Cheeks and jawline,Sometimes reacts,Fragrance,Large pores,Low,High,Cold,None,Salicylic Acid Cleanser
U0536,35-44,Oily,Pustules,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Large pores,High,Low,Cold,Follicular,Retinoid Treatment
U0180,35-44,Normal,Papules,Moderate,Jawline and chin,Sometimes reacts,Alcohol,Dark spots/Uneven tone,High,Medium,Hot,Luteal,Niacinamide Serum
U0544,25-34,Sensitive,Cyst,Severe,All over face,Often reacts,Fragrance,Large pores,Medium,High,Moderate,Luteal,Retinoid Treatment
U1274,25-34,Sensitive,Cyst,Severe,Cheeks and jawline,Rarely reacts,Fragrance,Dark spots/Uneven tone,Medium,Low,Moderate,None,Retinoid Treatment
U0632,18-24,Oily,Papules,Severe,All over face,Often reacts,None,Oily/Shiny skin,High,Medium,Cold,Luteal,Retinoid Treatment
U0715,45+,Normal,Pustules,Mild,All over face,Often reacts,Sulfates,Anti-aging,Medium,High,Cold,Menstrual,Soothing Cleanser
U0844,18-24,Oily,Cyst,Severe,All over face,Rarely reacts,None,Acne and breakouts,High,Low,Moderate,Follicular,Benzoyl Peroxide Treatment
U0364,13-17,Sensitive,Cyst,Severe,T-Zone (forehead/nose),Rarely reacts,None,Acne and breakouts,Medium,Medium,Hot,Luteal,Benzoyl Peroxide Treatment
U1202,18-24,Oily,Cyst,Severe,All over face,Sometimes reacts,Sulfates,Large pores,Low,Medium,Cold,None,Retinoid Treatment
U1224,25-34,Dry,Pustules,Mild,Jawline and chin,Often reacts,None,Anti-aging,Low,Low,Moderate,None,Soothing Cleanser
U0347,13-17,Normal,Papules,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Acne and breakouts,Medium,Low,Hot,None,Gentle Hydrating Cleanser
U0819,35-44,Combination,Papules,Mild,All over face,Rarely reacts,None,Anti-aging,Medium,High,Moderate,None,Gentle Hydrating Cleanser
U0535,13-17,Sensitive,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Acne and breakouts,High,Low,Hot,Follicular,Soothing Cleanser
U0680,13-17,Sensitive,Pustules,Mild,All over face,Rarely reacts,Fragrance,Dryness or flakiness,Low,Low,Cold,Luteal,Soothing Cleanser
U1321,13-17,Combination,Pustules,Mild,All over face,Rarely reacts,Parabens,Large pores,Low,Medium,Moderate,Follicular,Gentle Hydrating Cleanser
U0608,35-44,Combination,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Dryness or flakiness,Medium,Medium,Hot,Ovulation,Retinoid Treatment
U1270,25-34,Sensitive,Blackheads,Mild,All over face,Rarely reacts,Sulfates,Dryness or flakiness,High,Medium,Cold,None,Soothing Cleanser
U0942,18-24,Normal,Whiteheads,Mild,Jawline and chin,Often reacts,Sulfates,Oily/Shiny skin,Low,High,Hot,Luteal,Soothing Cleanser
U0244,18-24,Combination,Papules,Moderate,T-Zone (forehead/nose),Rarely reacts,None,Large pores,Low,Medium,Moderate,Luteal,Niacinamide Serum
U1486,13-17,Dry,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Alcohol,Oily/Shiny skin,Medium,Medium,Cold,Follicular,Soothing Cleanser
U1426,45+,Sensitive,Blackheads,Moderate,Jawline and chin,Often reacts,Alcohol,Acne and breakouts,Low,Medium,Cold,Menstrual,Soothing Cleanser
U0637,45+,Oily,Blackheads,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Dark spots/Uneven tone,Medium,Medium,Moderate,None,BHA Exfoliant
U1129,35-44,Combination,Cyst,Moderate,All over face,Rarely reacts,Parabens,Large pores,Medium,High,Cold,None,Retinoid Treatment
U1186,13-17,Sensitive,Pustules,Severe,Jawline and chin,Often reacts,None,Large pores,High,Medium,Cold,Luteal,Retinoid Treatment
U1091,45+,Sensitive,Pustules,Mild,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Large pores,Medium,High,Moderate,Luteal,Soothing Cleanser
U1450,25-34,Oily,Cyst,Moderate,T-Zone (forehead/nose),Often reacts,Alcohol,Oily/Shiny skin,Medium,Low,Hot,Follicular,Retinoid Treatment
U0813,25-34,Sensitive,Papules,Mild,All over face,Sometimes reacts,None,Large pores,Medium,Low,Moderate,Follicular,Soothing Cleanser
U0309,45+,Sensitive,Papules,Moderate,Cheeks and jawline,Often reacts,Fragrance,Dryness or flakiness,Low,Low,Moderate,Luteal,Soothing Cleanser
U0431,25-34,Combination,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Oily/Shiny skin,Medium,High,Moderate,None,BHA Exfoliant
U1102,45+,Dry,Blackheads,Mild,Cheeks and jawline,Often reacts,Parabens,Acne and breakouts,Medium,Low,Cold,Follicular,Soothing Cleanser
U0399,25-34,Sensitive,Blackheads,Mild,Jawline and chin,Sometimes reacts,Fragrance,Acne and breakouts,High,Medium,Cold,None,Soothing Cleanser
U0424,25-34,Sensitive,Pustules,Mild,All over face,Rarely reacts,None,Acne and breakouts,High,Medium,Cold,Luteal,Soothing Cleanser
U0371,18-24,Combination,Blackheads,Mild,All over face,Often reacts,Fragrance,Anti-aging,Medium,Low,Hot,Follicular,Soothing Cleanser
U0055,25-34,Combination,Papules,Moderate,Cheeks and jawline,Rarely reacts,None,Anti-aging,High,Low,Cold,Follicular,Oil Control Moisturizer
U0788,45+,Sensitive,Papules,Mild,Jawline and chin,Sometimes reacts,None,Acne and breakouts,High,Low,Moderate,Follicular,Soothing Cleanser
U1166,18-24,Oily,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Sulfates,Oily/Shiny skin,High,Low,Moderate,Follicular,BHA Exfoliant
U0994,45+,Sensitive,Pustules,Moderate,All over face,Sometimes reacts,Alcohol,Acne and breakouts,High,High,Hot,Follicular,Soothing Cleanser
U0313,35-44,Combination,Papules,Moderate,Cheeks and jawline,Sometimes reacts,Fragrance,Dryness or flakiness,Medium,Medium,Moderate,None,Salicylic Acid Cleanser
U1341,25-34,Dry,Pustules,Severe,Cheeks and jawline,Sometimes reacts,Sulfates,Acne and breakouts,Medium,Medium,Hot,Menstrual,Retinoid Treatment
U0592,35-44,Normal,Cyst,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Oily/Shiny skin,High,High,Hot,Follicular,Retinoid Treatment
U0110,18-24,Sensitive,Pustules,Moderate,Jawline and chin,Often reacts,Parabens,Dryness or flakiness,Medium,Medium,Moderate,None,Soothing Cleanser
U1089,45+,Dry,Blackheads,Moderate,Cheeks and jawline,Sometimes reacts,None,Oily/Shiny skin,Low,Low,Moderate,Menstrual,Niacinamide Serum
U0811,35-44,Oily,Cyst,Severe,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,Medium,Medium,Moderate,Follicular,Retinoid Treatment
U0101,35-44,Normal,Blackheads,Mild,Jawline and chin,Sometimes reacts,Fragrance,Anti-aging,Medium,Low,Moderate,None,Niacinamide Serum
U0483,45+,Normal,Cyst,Severe,All over face,Rarely reacts,Parabens,Large pores,High,Low,Hot,Follicular,Retinoid Treatment
U0692,13-17,Sensitive,Pustules,Mild,T-Zone (forehead/nose),Often reacts,Alcohol,Anti-aging,Medium,Medium,Hot,Luteal,Soothing Cleanser
U1405,45+,Sensitive,Pustules,Moderate,Jawline and chin,Rarely reacts,None,Dryness or flakiness,High,High,Hot,Follicular,Soothing Cleanser
U0267,13-17,Combination,Pustules,Mild,Cheeks and jawline,Rarely reacts,None,Large pores,Low,High,Moderate,None,Gentle Hydrating Cleanser
U0701,35-44,Combination,Blackheads,Mild,Jawline and chin,Often reacts,None,Oily/Shiny skin,Medium,High,Hot,Luteal,Soothing Cleanser
U0297,35-44,Combination,Pustules,Severe,Cheeks and jawline,Often reacts,Alcohol,Large pores,Medium,High,Hot,Luteal,Retinoid Treatment
U1344,13-17,Dry,Blackheads,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Anti-aging,Medium,Low,Cold,Luteal,Soothing Cleanser
U0975,25-34,Dry,Whiteheads,Moderate,Jawline and chin,Sometimes reacts,Parabens,Anti-aging,Low,High,Hot,None,Niacinamide Serum
U0721,18-24,Sensitive,Whiteheads,Moderate,Jawline and chin,Often reacts,None,Large pores,Low,High,Cold,Menstrual,Soothing Cleanser
U1205,35-44,Oily,Papules,Mild,T-Zone (forehead/nose),Rarely reacts,Alcohol,Anti-aging,High,Medium,Moderate,Follicular,Salicylic Acid Cleanser
U0378,18-24,Combination,Papules,Moderate,All over face,Sometimes reacts,Sulfates,Oily/Shiny skin,High,High,Moderate,None,Oil Control Moisturizer
U0287,25-34,Oily,Whiteheads,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Anti-aging,High,High,Cold,Follicular,Soothing Cleanser
U1469,18-24,Oily,Cyst,Moderate,All over face,Sometimes reacts,Parabens,Dark spots/Uneven tone,High,High,Hot,Ovulation,Retinoid Treatment
U0753,13-17,Dry,Pustules,Moderate,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Dryness or flakiness,High,High,Moderate,None,Gentle Hydrating Cleanser
U0127,13-17,Sensitive,Pustules,Moderate,Jawline and chin,Rarely reacts,Sulfates,Dryness or flakiness,High,Low,Moderate,Follicular,Soothing Cleanser
U0328,13-17,Sensitive,Cyst,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Large pores,Low,Low,Moderate,None,Retinoid Treatment
U0293,25-34,Sensitive,Blackheads,Moderate,Jawline and chin,Rarely reacts,Parabens,Acne and breakouts,Low,Medium,Moderate,Follicular,Soothing Cleanser
U0567,13-17,Combination,Papules,Mild,Jawline and chin,Often reacts,Parabens,Anti-aging,Low,Low,Cold,Follicular,Soothing Cleanser
U1396,35-44,Sensitive,Papules,Moderate,Jawline and chin,Often reacts,Parabens,Dryness or flakiness,Medium,Low,Moderate,Menstrual,Soothing Cleanser
U0671,18-24,Sensitive,Pustules,Severe,Jawline and chin,Rarely reacts,None,Dryness or flakiness,Low,Low,Hot,Follicular,Benzoyl Peroxide Treatment
U0356,25-34,Normal,Pustules,Moderate,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Dark spots/Uneven tone,Medium,High,Hot,Luteal,Niacinamide Serum
U1246,18-24,Oily,Cyst,Severe,Jawline and chin,Rarely reacts,Fragrance,Dryness or flakiness,Medium,High,Cold,Menstrual,Retinoid Treatment
U0171,35-44,Combination,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Oily/Shiny skin,Medium,High,Moderate,None,Soothing Cleanser
U1392,35-44,Normal,Papules,Moderate,Jawline and chin,Often reacts,None,Dryness or flakiness,Low,High,Moderate,None,Soothing Cleanser
U0529,45+,Dry,Blackheads,Moderate,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Medium,Medium,Hot,None,Gentle Hydrating Cleanser
U1296,35-44,Combination,Papules,Moderate,T-Zone (forehead/nose),Sometimes reacts,Parabens,Anti-aging,Low,Medium,Hot,Follicular,Retinoid Treatment
U0210,45+,Normal,Papules,Mild,Cheeks and jawline,Sometimes reacts,Alcohol,Dryness or flakiness,Medium,Low,Cold,Menstrual,Niacinamide Serum
U0621,45+,Normal,Cyst,Severe,All over face,Often reacts,Sulfates,Acne and breakouts,High,Low,Cold,None,Retinoid Treatment
U1350,45+,Dry,Cyst,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Anti-aging,Low,High,Moderate,None,Benzoyl Peroxide Treatment
U0141,25-34,Oily,Blackheads,Moderate,Jawline and chin,Often reacts,Parabens,Large pores,Medium,Low,Moderate,None,Soothing Cleanser
U1101,45+,Normal,Papules,Moderate,All over face,Rarely reacts,None,Anti-aging,Medium,Low,Cold,None,Retinoid Treatment
U1055,35-44,Combination,Papules,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Large pores,Low,Medium,Hot,None,Salicylic Acid Cleanser
U1171,45+,Oily,Papules,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Large pores,Low,Low,Moderate,None,Salicylic Acid Cleanser
U1214,35-44,Combination,Blackheads,Mild,Cheeks and jawline,Rarely reacts,None,Dark spots/Uneven tone,Medium,Low,Moderate,Luteal,Niacinamide Serum
U0818,18-24,Oily,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Dark spots/Uneven tone,High,High,Cold,Luteal,Soothing Cleanser
U1247,25-34,Normal,Blackheads,Mild,All over face,Rarely reacts,Fragrance,Anti-aging,High,Medium,Moderate,None,Gentle Hydrating Cleanser
U0616,25-34,Oily,Blackheads,Mild,All over face,Sometimes reacts,None,Anti-aging,Low,High,Cold,Luteal,Niacinamide Serum
U0200,35-44,Sensitive,Papules,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Anti-aging,High,High,Cold,None,Soothing Cleanser
U1051,13-17,Oily,Blackheads,Moderate,Cheeks and jawline,Sometimes reacts,None,Anti-aging,High,High,Hot,None,BHA Exfoliant
U1241,18-24,Dry,Blackheads,Severe,Cheeks and jawline,Often reacts,Parabens,Anti-aging,Low,Low,Cold,Menstrual,Retinoid Treatment
U0731,25-34,Sensitive,Cyst,Moderate,All over face,Often reacts,Fragrance,Acne and breakouts,High,Low,Moderate,None,Retinoid Treatment
U0746,45+,Normal,Papules,Moderate,Cheeks and jawline,Often reacts,None,Oily/Shiny skin,High,Low,Cold,Luteal,Soothing Cleanser
U1427,25-34,Normal,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Alcohol,Dryness or flakiness,Medium,Low,Cold,None,Soothing Cleanser
U0011,25-34,Normal,Cyst,Severe,T-Zone (forehead/nose),Rarely reacts,Fragrance,Anti-aging,High,Medium,Hot,None,Retinoid Treatment
U0148,35-44,Sensitive,Cyst,Severe,Cheeks and jawline,Often reacts,Fragrance,Anti-aging,Medium,Low,Moderate,None,Retinoid Treatment
U0744,25-34,Combination,Cyst,Moderate,Cheeks and jawline,Often reacts,None,Anti-aging,Medium,High,Cold,Menstrual,Retinoid Treatment
U0283,18-24,Combination,Cyst,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Large pores,Medium,High,Moderate,None,Retinoid Treatment
U0299,18-24,Oily,Cyst,Mild,Jawline and chin,Often reacts,Sulfates,Large pores,Low,Low,Moderate,Follicular,Retinoid Treatment
U0722,45+,Combination,Cyst,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Low,Medium,Hot,Follicular,Retinoid Treatment
U0292,35-44,Dry,Pustules,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,Medium,Medium,Cold,None,Soothing Cleanser
U0527,13-17,Sensitive,Blackheads,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Dark spots/Uneven tone,Low,High,Hot,Luteal,Soothing Cleanser
U1059,35-44,Oily,Pustules,Mild,Cheeks and jawline,Often reacts,Alcohol,Large pores,High,Medium,Moderate,Menstrual,Soothing Cleanser
U1375,18-24,Dry,Whiteheads,Mild,All over face,Sometimes reacts,Fragrance,Dark spots/Uneven tone,High,Low,Moderate,Ovulation,Gentle Hydrating Cleanser
U0571,25-34,Oily,Blackheads,Mild,Jawline and chin,Rarely reacts,Alcohol,Large pores,Low,Low,Cold,Menstrual,Niacinamide Serum
U0523,45+,Oily,Blackheads,Mild,All over face,Sometimes reacts,Fragrance,Acne and breakouts,High,High,Hot,Menstrual,Niacinamide Serum
U0130,13-17,Normal,Cyst,Severe,Cheeks and jawline,Often reacts,Alcohol,Anti-aging,Medium,Medium,Hot,None,Retinoid Treatment
U0598,13-17,Oily,Cyst,Severe,Cheeks and jawline,Rarely reacts,Sulfates,Dark spots/Uneven tone,High,Medium,Hot,Follicular,Retinoid Treatment
U0332,45+,Sensitive,Pustules,Severe,All over face,Rarely reacts,Alcohol,Anti-aging,Low,High,Moderate,None,Retinoid Treatment
U0324,45+,Oily,Papules,Mild,Cheeks and jawline,Often reacts,Alcohol,Acne and breakouts,Low,Low,Moderate,None,Soothing Cleanser
U1454,25-34,Sensitive,Cyst,Severe,T-Zone (forehead/nose),Often reacts,Fragrance,Large pores,High,High,Cold,Menstrual,Retinoid Treatment
U1019,18-24,Combination,Blackheads,Moderate,Jawline and chin,Sometimes reacts,Sulfates,Oily/Shiny skin,Low,High,Cold,Luteal,Niacinamide Serum
U0652,35-44,Sensitive,Pustules,Moderate,T-Zone (forehead/nose),Often reacts,Alcohol,Dryness or flakiness,Low,Low,Moderate,Ovulation,Soothing Cleanser
U0136,25-34,Normal,Pustules,Severe,Cheeks and jawline,Rarely reacts,Parabens,Oily/Shiny skin,Low,Low,Hot,Menstrual,Retinoid Treatment
U0545,18-24,Normal,Blackheads,Mild,All over face,Sometimes reacts,None,Acne and breakouts,High,High,Cold,Luteal,Niacinamide Serum
U0947,35-44,Normal,Blackheads,Mild,Jawline and chin,Often reacts,Alcohol,Dark spots/Uneven tone,Low,Medium,Moderate,Follicular,Soothing Cleanser
U0681,25-34,Normal,Cyst,Severe,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Anti-aging,High,Medium,Moderate,Ovulation,Retinoid Treatment
U0712,45+,Normal,Pustules,Mild,Cheeks and jawline,Rarely reacts,Parabens,Dark spots/Uneven tone,High,Low,Hot,Follicular,Gentle Hydrating Cleanser
U0159,25-34,Normal,Papules,Moderate,Cheeks and jawline,Often reacts,Alcohol,Oily/Shiny skin,Low,Medium,Cold,Follicular,Soothing Cleanser
U0853,18-24,Combination,Blackheads,Severe,T-Zone (forehead/nose),Rarely reacts,Sulfates,Anti-aging,High,Medium,Cold,Luteal,Retinoid Treatment
U1493,35-44,Normal,Papules,Severe,Cheeks and jawline,Often reacts,None,Oily/Shiny skin,High,Low,Cold,Luteal,Retinoid Treatment
U0196,45+,Dry,Pustules,Severe,Cheeks and jawline,Sometimes reacts,None,Dark spots/Uneven tone,Low,High,Cold,Follicular,Benzoyl Peroxide Treatment
U1487,13-17,Dry,Papules,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Anti-aging,Medium,Low,Hot,Menstrual,Niacinamide Serum
U0530,18-24,Dry,Papules,Moderate,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,High,High,Moderate,Ovulation,Gentle Hydrating Cleanser
U0411,25-34,Normal,Cyst,Moderate,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,High,High,Cold,None,Retinoid Treatment
U0097,18-24,Sensitive,Pustules,Moderate,All over face,Often reacts,Parabens,Acne and breakouts,Medium,High,Cold,Menstrual,Soothing Cleanser
U0603,35-44,Dry,Cyst,Severe,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,High,High,Hot,Ovulation,Retinoid Treatment
U0157,45+,Combination,Pustules,Moderate,Jawline and chin,Often reacts,Fragrance,Oily/Shiny skin,Low,Medium,Cold,Follicular,Soothing Cleanser
U0420,13-17,Oily,Papules,Moderate,T-Zone (forehead/nose),Rarely reacts,None,Large pores,Medium,Medium,Moderate,Luteal,Niacinamide Serum
U0661,35-44,Oily,Papules,Severe,All over face,Often reacts,Parabens,Dark spots/Uneven tone,High,Medium,Moderate,None,Retinoid Treatment
U0478,18-24,Dry,Cyst,Mild,Jawline and chin,Rarely reacts,Alcohol,Dark spots/Uneven tone,Medium,High,Hot,Luteal,Retinoid Treatment
U0629,25-34,Normal,Papules,Moderate,T-Zone (forehead/nose),Often reacts,Sulfates,Dark spots/Uneven tone,Low,Medium,Moderate,None,Soothing Cleanser
U0880,18-24,Dry,Blackheads,Mild,Jawline and chin,Often reacts,None,Oily/Shiny skin,Low,Low,Moderate,Follicular,Soothing Cleanser
U0966,13-17,Combination,Pustules,Mild,Cheeks and jawline,Sometimes reacts,None,Dryness or flakiness,Low,High,Cold,Follicular,Gentle Hydrating Cleanser
U0448,25-34,Combination,Papules,Moderate,All over face,Sometimes reacts,Alcohol,Acne and breakouts,Low,Low,Moderate,Luteal,Niacinamide Serum
U0179,35-44,Dry,Blackheads,Mild,Jawline and chin,Rarely reacts,None,Dark spots/Uneven tone,High,High,Cold,Ovulation,Niacinamide Serum
U0391,25-34,Sensitive,Blackheads,Moderate,Jawline and chin,Sometimes reacts,None,Anti-aging,Medium,High,Hot,None,Soothing Cleanser
U1318,18-24,Dry,Papules,Moderate,All over face,Rarely reacts,None,Oily/Shiny skin,High,High,Hot,Follicular,Gentle Hydrating Cleanser
U1145,25-34,Oily,Blackheads,Mild,Cheeks and jawline,Often reacts,None,Anti-aging,Medium,Low,Cold,Luteal,Soothing Cleanser
U1269,35-44,Dry,Papules,Moderate,Cheeks and jawline,Often reacts,Fragrance,Acne and breakouts,Low,Medium,Cold,Follicular,Soothing Cleanser
U1079,45+,Normal,Papules,Moderate,All over face,Often reacts,None,Large pores,Low,High,Cold,Menstrual,Soothing Cleanser
U1421,13-17,Normal,Cyst,Severe,All over face,Sometimes reacts,Fragrance,Oily/Shiny skin,High,Low,Cold,None,Retinoid Treatment
U0888,45+,Oily,Blackheads,Mild,Cheeks and jawline,Rarely reacts,Sulfates,Anti-aging,Low,Medium,Cold,None,BHA Exfoliant
U0933,13-17,Oily,Cyst,Severe,Cheeks and jawline,Rarely reacts,Fragrance,Dark spots/Uneven tone,Medium,Low,Moderate,None,Retinoid Treatment
U0814,18-24,Oily,Blackheads,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Dark spots/Uneven tone,Medium,Medium,Moderate,Follicular,BHA Exfoliant
U0768,18-24,Oily,Cyst,Severe,Cheeks and jawline,Rarely reacts,Sulfates,Oily/Shiny skin,Medium,Low,Cold,None,Retinoid Treatment
U0812,35-44,Oily,Papules,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Dryness or flakiness,High,High,Cold,None,Niacinamide Serum
U0295,18-24,Oily,Pustules,Moderate,All over face,Rarely reacts,None,Acne and breakouts,Medium,Low,Moderate,Follicular,Salicylic Acid Cleanser
U0562,18-24,Normal,Cyst,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Acne and breakouts,Low,Low,Cold,None,Retinoid Treatment
