user_id,age_group,skin_type,acne_severity,breakout_location,product_sensitivity,allergen,skin_concern,acne_type,humidity,pollution,temperature,hormonal_phase,recommended_treatment
U0189,18-24,Normal,Severe,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,Cyst,Medium,Low,Hot,Luteal,Retinoid Treatment
U1176,35-44,Oily,Moderate,All over face,Sometimes reacts,None,Dryness or flakiness,Blackheads,Medium,High,Cold,Luteal,Niacinamide Serum
U0967,13-17,Normal,Severe,All over face,Rarely reacts,None,Anti-aging,Cyst,Low,High,Hot,Luteal,Benzoyl Peroxide Treatment
U0635,13-17,Sensitive,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Large pores,Whiteheads,High,Medium,Cold,Luteal,Soothing Cleanser
U0494,18-24,Dry,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Anti-aging,Blackheads,Medium,Low,Hot,Follicular,Gentle Hydrating Cleanser
U1342,25-34,Dry,Moderate,All over face,Sometimes reacts,Alcohol,Acne and breakouts,Blackheads,High,High,Hot,None,Gentle Hydrating Cleanser
U0932,35-44,Oily,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Anti-aging,Pustules,Low,Medium,Moderate,Follicular,Salicylic Acid Cleanser
U0084,18-24,Normal,Severe,Jawline and chin,Often reacts,Parabens,Acne and breakouts,Cyst,Medium,High,Moderate,,Retinoid Treatment
U0694,18-24,Oily,Mild,Cheeks and jawline,Sometimes reacts,Alcohol,Anti-aging,Blackheads,Low,Medium,Hot,Menstrual,Niacinamide Serum
U0049,45+,Sensitive,Mild,Jawline and chin,Often reacts,,Dryness or flakiness,Whiteheads,Medium,Medium,Hot,None,Soothing Cleanser
U1138,13-17,Normal,Moderate,All over face,Often reacts,Sulfates,Dryness or flakiness,Cyst,Medium,Low,Moderate,Luteal,Retinoid Treatment
U0156,13-17,Oily,Moderate,Cheeks and jawline,Sometimes reacts,None,Dark spots/Uneven tone,Cyst,High,Low,Moderate,Follicular,Benzoyl Peroxide Treatment
U0427,13-17,Oily,Severe,T-Zone (forehead/nose),Rarely reacts,Parabens,Large pores,Pustules,Low,High,Cold,Follicular,Retinoid Treatment
U1164,18-24,Normal,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,Papules,High,Medium,Hot,None,Soothing Cleanser
U0436,45+,Dry,Mild,Cheeks and jawline,Sometimes reacts,Sulfates,Dryness or flakiness,Blackheads,High,High,Moderate,None,Gentle Hydrating Cleanser
U1074,18-24,Combination,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Dark spots/Uneven tone,Blackheads,High,Medium,Hot,,Niacinamide Serum
U0835,35-44,Normal,Severe,Jawline and chin,Often reacts,Alcohol,Dryness or flakiness,Cyst,Low,Medium,Cold,Luteal,Retinoid Treatment
U1256,18-24,Normal,Moderate,Cheeks and jawline,Sometimes reacts,Fragrance,Large pores,Papules,Low,High,Cold,None,Salicylic Acid Cleanser
U1133,35-44,Oily,Moderate,All over face,Rarely reacts,,Anti-aging,Blackheads,Medium,Low,Cold,,BHA Exfoliant
U0536,35-44,Oily,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Large pores,Pustules,High,Low,Cold,Follicular,Retinoid Treatment
U0180,35-44,Normal,Moderate,Jawline and chin,Sometimes reacts,Alcohol,Dark spots/Uneven tone,Papules,High,Medium,Hot,Luteal,Niacinamide Serum
U0544,25-34,Sensitive,Severe,All over face,Often reacts,Fragrance,Large pores,Cyst,Medium,High,Moderate,Luteal,Retinoid Treatment
U1274,25-34,Sensitive,Severe,Cheeks and jawline,Rarely reacts,Fragrance,Dark spots/Uneven tone,Cyst,Medium,Low,Moderate,,Retinoid Treatment
U0632,18-24,Oily,Severe,All over face,Often reacts,,Oily/Shiny skin,Papules,High,Medium,Cold,Luteal,Retinoid Treatment
U0715,45+,Normal,Mild,All over face,Often reacts,Sulfates,Anti-aging,Pustules,Medium,High,Cold,Menstrual,Soothing Cleanser
U0844,18-24,Oily,Severe,All over face,Rarely reacts,None,Acne and breakouts,Cyst,High,Low,Moderate,Follicular,Benzoyl Peroxide Treatment
U0364,13-17,Sensitive,Severe,T-Zone (forehead/nose),Rarely reacts,None,Acne and breakouts,Cyst,Medium,Medium,Hot,Luteal,Benzoyl Peroxide Treatment
U1202,18-24,Oily,Severe,All over face,Sometimes reacts,Sulfates,Large pores,Cyst,Low,Medium,Cold,,Retinoid Treatment
U1224,25-34,Dry,Mild,Jawline and chin,Often reacts,None,Anti-aging,Pustules,Low,Low,Moderate,None,Soothing Cleanser
U0347,13-17,Normal,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Acne and breakouts,Papules,Medium,Low,Hot,None,Gentle Hydrating Cleanser
U0819,35-44,Combination,Mild,All over face,Rarely reacts,None,Anti-aging,Papules,Medium,High,Moderate,,Gentle Hydrating Cleanser
U0535,13-17,Sensitive,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Acne and breakouts,Blackheads,High,Low,Hot,Follicular,Soothing Cleanser
U0680,13-17,Sensitive,Mild,All over face,Rarely reacts,Fragrance,Dryness or flakiness,Pustules,Low,Low,Cold,Luteal,Soothing Cleanser
U1321,13-17,Combination,Mild,All over face,Rarely reacts,Parabens,Large pores,Pustules,Low,Medium,Moderate,Follicular,Gentle Hydrating Cleanser
U0608,35-44,Combination,Severe,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Dryness or flakiness,Cyst,Medium,Medium,Hot,Ovulation,Retinoid Treatment
U1270,25-34,Sensitive,Mild,All over face,Rarely reacts,Sulfates,Dryness or flakiness,Blackheads,High,Medium,Cold,None,Soothing Cleanser
U0942,18-24,Normal,Mild,Jawline and chin,Often reacts,Sulfates,Oily/Shiny skin,Whiteheads,Low,High,Hot,Luteal,Soothing Cleanser
U0244,18-24,Combination,Moderate,T-Zone (forehead/nose),Rarely reacts,,Large pores,Papules,Low,Medium,Moderate,Luteal,Niacinamide Serum
U1486,13-17,Dry,Mild,Cheeks and jawline,,Alcohol,Oily/Shiny skin,Blackheads,Medium,Medium,Cold,Follicular,Soothing Cleanser
U1426,45+,Sensitive,Moderate,Jawline and chin,Often reacts,Alcohol,Acne and breakouts,Blackheads,Low,Medium,Cold,Menstrual,Soothing Cleanser
U0637,45+,Oily,Mild,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Dark spots/Uneven tone,Blackheads,Medium,Medium,Moderate,None,BHA Exfoliant
U1129,35-44,Combination,Moderate,All over face,Rarely reacts,Parabens,Large pores,Cyst,Medium,High,Cold,None,Retinoid Treatment
U1186,13-17,Sensitive,Severe,Jawline and chin,Often reacts,,Large pores,Pustules,High,Medium,Cold,Luteal,Retinoid Treatment
U1091,45+,Sensitive,Mild,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Large pores,Pustules,Medium,High,Moderate,Luteal,Soothing Cleanser
U1450,25-34,Oily,Moderate,T-Zone (forehead/nose),Often reacts,Alcohol,Oily/Shiny skin,Cyst,Medium,Low,Hot,Follicular,Retinoid Treatment
U0813,25-34,Sensitive,Mild,All over face,Sometimes reacts,None,Large pores,Papules,Medium,Low,Moderate,Follicular,Soothing Cleanser
U0309,45+,Sensitive,Moderate,Cheeks and jawline,Often reacts,Fragrance,Dryness or flakiness,Papules,Low,Low,Moderate,Luteal,Soothing Cleanser
U0431,25-34,Combination,Mild,Cheeks and jawline,Sometimes reacts,Parabens,Oily/Shiny skin,Blackheads,Medium,High,Moderate,None,BHA Exfoliant
U1102,45+,Dry,Mild,Cheeks and jawline,Often reacts,Parabens,Acne and breakouts,Blackheads,Medium,Low,Cold,Follicular,Soothing Cleanser
U0399,25-34,Sensitive,Mild,Jawline and chin,Sometimes reacts,Fragrance,Acne and breakouts,Blackheads,High,Medium,Cold,None,Soothing Cleanser
U0424,25-34,Sensitive,Mild,All over face,Rarely reacts,None,Acne and breakouts,Pustules,High,Medium,Cold,Luteal,Soothing Cleanser
U0371,18-24,Combination,Mild,All over face,Often reacts,Fragrance,Anti-aging,Blackheads,Medium,Low,Hot,Follicular,Soothing Cleanser
U0055,25-34,Combination,Moderate,Cheeks and jawline,Rarely reacts,None,Anti-aging,Papules,High,Low,Cold,Follicular,Oil Control Moisturizer
U0788,45+,Sensitive,Mild,Jawline and chin,Sometimes reacts,None,Acne and breakouts,Papules,High,Low,Moderate,Follicular,Soothing Cleanser
U1166,18-24,Oily,Mild,Cheeks and jawline,Rarely reacts,Sulfates,Oily/Shiny skin,Blackheads,High,Low,Moderate,Follicular,BHA Exfoliant
U0994,45+,Sensitive,Moderate,All over face,Sometimes reacts,Alcohol,Acne and breakouts,Pustules,High,High,Hot,Follicular,Soothing Cleanser
U0313,35-44,Combination,Moderate,Cheeks and jawline,,Fragrance,Dryness or flakiness,Papules,Medium,Medium,Moderate,,Salicylic Acid Cleanser
U1341,25-34,Dry,Severe,Cheeks and jawline,Sometimes reacts,Sulfates,Acne and breakouts,Pustules,Medium,Medium,Hot,Menstrual,Retinoid Treatment
U0592,35-44,Normal,Mild,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Oily/Shiny skin,Cyst,High,High,Hot,Follicular,Retinoid Treatment
U0110,18-24,Sensitive,Moderate,Jawline and chin,Often reacts,Parabens,Dryness or flakiness,Pustules,Medium,Medium,Moderate,,Soothing Cleanser
U1089,45+,Dry,Moderate,Cheeks and jawline,Sometimes reacts,None,Oily/Shiny skin,Blackheads,Low,Low,Moderate,Menstrual,Niacinamide Serum
U0811,35-44,Oily,Severe,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,Cyst,Medium,Medium,Moderate,Follicular,Retinoid Treatment
U0101,35-44,Normal,Mild,Jawline and chin,Sometimes reacts,Fragrance,Anti-aging,Blackheads,Medium,Low,Moderate,,Niacinamide Serum
U0483,45+,Normal,Severe,All over face,Rarely reacts,Parabens,Large pores,Cyst,High,Low,Hot,Follicular,Retinoid Treatment
U0692,13-17,Sensitive,Mild,T-Zone (forehead/nose),Often reacts,Alcohol,Anti-aging,Pustules,Medium,Medium,Hot,Luteal,Soothing Cleanser
U1405,45+,Sensitive,Moderate,Jawline and chin,Rarely reacts,None,Dryness or flakiness,Pustules,High,High,Hot,Follicular,Soothing Cleanser
U0267,13-17,Combination,Mild,Cheeks and jawline,Rarely reacts,None,Large pores,Pustules,Low,High,Moderate,None,Gentle Hydrating Cleanser
U0701,35-44,Combination,Mild,Jawline and chin,Often reacts,None,Oily/Shiny skin,Blackheads,Medium,High,Hot,Luteal,Soothing Cleanser
U0297,35-44,Combination,Severe,Cheeks and jawline,Often reacts,Alcohol,Large pores,Pustules,Medium,High,Hot,Luteal,Retinoid Treatment
U1344,13-17,Dry,Mild,Cheeks and jawline,,Parabens,Anti-aging,Blackheads,Medium,Low,Cold,Luteal,Soothing Cleanser
U0975,25-34,Dry,Moderate,Jawline and chin,,Parabens,Anti-aging,Whiteheads,Low,High,Hot,,Niacinamide Serum
U0721,18-24,Sensitive,Moderate,Jawline and chin,Often reacts,None,Large pores,Whiteheads,Low,High,Cold,Menstrual,Soothing Cleanser
U1205,35-44,Oily,Mild,T-Zone (forehead/nose),Rarely reacts,Alcohol,Anti-aging,Papules,High,Medium,Moderate,Follicular,Salicylic Acid Cleanser
U0378,18-24,Combination,Moderate,All over face,Sometimes reacts,Sulfates,Oily/Shiny skin,Papules,High,High,Moderate,,Oil Control Moisturizer
U0287,25-34,Oily,Mild,T-Zone (forehead/nose),Often reacts,Sulfates,Anti-aging,Whiteheads,High,High,Cold,Follicular,Soothing Cleanser
U1469,18-24,Oily,Moderate,All over face,Sometimes reacts,Parabens,Dark spots/Uneven tone,Cyst,High,High,Hot,Ovulation,Retinoid Treatment
U0753,13-17,Dry,Moderate,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Dryness or flakiness,Pustules,High,High,Moderate,None,Gentle Hydrating Cleanser
U0127,13-17,Sensitive,Moderate,Jawline and chin,Rarely reacts,Sulfates,Dryness or flakiness,Pustules,High,Low,Moderate,Follicular,Soothing Cleanser
U0328,13-17,Sensitive,Mild,Cheeks and jawline,Rarely reacts,Alcohol,Large pores,Cyst,Low,Low,Moderate,None,Retinoid Treatment
U0293,25-34,Sensitive,Moderate,Jawline and chin,Rarely reacts,Parabens,Acne and breakouts,Blackheads,Low,Medium,Moderate,Follicular,Soothing Cleanser
U0567,13-17,Combination,Mild,Jawline and chin,Often reacts,Parabens,Anti-aging,Papules,Low,Low,Cold,Follicular,Soothing Cleanser
U1396,35-44,Sensitive,Moderate,Jawline and chin,Often reacts,Parabens,Dryness or flakiness,Papules,Medium,Low,Moderate,Menstrual,Soothing Cleanser
U0671,18-24,Sensitive,Severe,Jawline and chin,Rarely reacts,None,Dryness or flakiness,Pustules,Low,Low,Hot,Follicular,Benzoyl Peroxide Treatment
U0356,25-34,Normal,Moderate,T-Zone (forehead/nose),Sometimes reacts,Alcohol,Dark spots/Uneven tone,Pustules,Medium,High,Hot,Luteal,Niacinamide Serum
U1246,18-24,Oily,Severe,Jawline and chin,Rarely reacts,Fragrance,Dryness or flakiness,Cyst,Medium,High,Cold,Menstrual,Retinoid Treatment
U0171,35-44,Combination,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Oily/Shiny skin,Blackheads,Medium,High,Moderate,None,Soothing Cleanser
U1392,35-44,Normal,Moderate,Jawline and chin,Often reacts,None,Dryness or flakiness,Papules,Low,High,Moderate,,Soothing Cleanser
U0529,45+,Dry,Moderate,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Blackheads,Medium,Medium,Hot,,Gentle Hydrating Cleanser
U0644,45+,Oily,Mild,Jawline and chin,Often reacts,Alcohol,Dryness or flakiness,Whiteheads,Medium,High,Hot,Follicular,Soothing Cleanser
U1296,35-44,Combination,Moderate,T-Zone (forehead/nose),Sometimes reacts,Parabens,Anti-aging,Papules,Low,Medium,Hot,Follicular,Retinoid Treatment
U0210,45+,Normal,Mild,Cheeks and jawline,Sometimes reacts,Alcohol,Dryness or flakiness,Papules,Medium,Low,Cold,Menstrual,Niacinamide Serum
U0621,45+,Normal,Severe,All over face,Often reacts,Sulfates,Acne and breakouts,Cyst,High,Low,Cold,None,Retinoid Treatment
U1350,45+,Dry,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Anti-aging,Cyst,Low,High,Moderate,,Benzoyl Peroxide Treatment
U0141,25-34,Oily,Moderate,Jawline and chin,Often reacts,Parabens,Large pores,Blackheads,Medium,Low,Moderate,None,Soothing Cleanser
U1101,45+,Normal,Moderate,All over face,Rarely reacts,None,Anti-aging,Papules,Medium,Low,Cold,,Retinoid Treatment
U1055,35-44,Combination,Moderate,T-Zone (forehead/nose),Sometimes reacts,None,Large pores,Papules,Low,Medium,Hot,None,Salicylic Acid Cleanser
U1171,45+,Oily,Mild,T-Zone (forehead/nose),Sometimes reacts,None,Large pores,Papules,Low,Low,Moderate,None,Salicylic Acid Cleanser
U1214,35-44,Combination,Mild,Cheeks and jawline,Rarely reacts,None,Dark spots/Uneven tone,Blackheads,Medium,Low,Moderate,Luteal,Niacinamide Serum
U0818,18-24,Oily,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Dark spots/Uneven tone,Blackheads,High,High,Cold,Luteal,Soothing Cleanser
U1247,25-34,Normal,Mild,All over face,Rarely reacts,Fragrance,Anti-aging,Blackheads,High,Medium,Moderate,None,Gentle Hydrating Cleanser
U0616,25-34,Oily,Mild,All over face,Sometimes reacts,None,Anti-aging,Blackheads,Low,High,Cold,Luteal,Niacinamide Serum
U0200,35-44,Sensitive,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Anti-aging,Papules,High,High,Cold,None,Soothing Cleanser
U1051,13-17,Oily,Moderate,Cheeks and jawline,Sometimes reacts,None,Anti-aging,Blackheads,High,High,Hot,None,BHA Exfoliant
U1241,18-24,Dry,Severe,Cheeks and jawline,Often reacts,Parabens,Anti-aging,Blackheads,Low,Low,Cold,Menstrual,Retinoid Treatment
U0731,25-34,Sensitive,Moderate,All over face,Often reacts,Fragrance,Acne and breakouts,Cyst,High,Low,Moderate,None,Retinoid Treatment
U0746,45+,Normal,Moderate,Cheeks and jawline,Often reacts,None,Oily/Shiny skin,Papules,High,Low,Cold,Luteal,Soothing Cleanser
U1427,25-34,Normal,Mild,T-Zone (forehead/nose),Often reacts,Alcohol,Dryness or flakiness,Blackheads,Medium,Low,Cold,,Soothing Cleanser
U0011,25-34,Normal,Severe,T-Zone (forehead/nose),Rarely reacts,Fragrance,Anti-aging,Cyst,High,Medium,Hot,,Retinoid Treatment
U0148,35-44,Sensitive,Severe,Cheeks and jawline,Often reacts,Fragrance,Anti-aging,Cyst,Medium,Low,Moderate,None,Retinoid Treatment
U0744,25-34,Combination,Moderate,Cheeks and jawline,Often reacts,None,Anti-aging,Cyst,Medium,High,Cold,Menstrual,Retinoid Treatment
U0283,18-24,Combination,Severe,T-Zone (forehead/nose),Often reacts,Alcohol,Large pores,Cyst,Medium,High,Moderate,None,Retinoid Treatment
U0299,18-24,Oily,Mild,Jawline and chin,Often reacts,Sulfates,Large pores,Cyst,Low,Low,Moderate,Follicular,Retinoid Treatment
U0722,45+,Combination,Mild,T-Zone (forehead/nose),Rarely reacts,Parabens,Acne and breakouts,Cyst,Low,Medium,Hot,Follicular,Retinoid Treatment
U0292,35-44,Dry,Moderate,All over face,Often reacts,Alcohol,Dryness or flakiness,Pustules,Medium,Medium,Cold,,Soothing Cleanser
U0527,13-17,Sensitive,Mild,T-Zone (forehead/nose),Often reacts,Parabens,Dark spots/Uneven tone,Blackheads,Low,High,Hot,Luteal,Soothing Cleanser
U1059,35-44,Oily,Mild,Cheeks and jawline,Often reacts,Alcohol,Large pores,Pustules,High,Medium,Moderate,Menstrual,Soothing Cleanser
U1375,18-24,Dry,Mild,All over face,Sometimes reacts,Fragrance,Dark spots/Uneven tone,Whiteheads,High,Low,Moderate,Ovulation,Gentle Hydrating Cleanser
U0571,25-34,Oily,Mild,Jawline and chin,Rarely reacts,Alcohol,Large pores,Blackheads,Low,Low,Cold,Menstrual,Niacinamide Serum
U0523,45+,Oily,Mild,All over face,Sometimes reacts,Fragrance,Acne and breakouts,Blackheads,High,High,Hot,Menstrual,Niacinamide Serum
U0130,13-17,Normal,Severe,Cheeks and jawline,Often reacts,Alcohol,Anti-aging,Cyst,Medium,Medium,Hot,None,Retinoid Treatment
U0598,13-17,Oily,Severe,Cheeks and jawline,Rarely reacts,Sulfates,Dark spots/Uneven tone,Cyst,High,Medium,Hot,Follicular,Retinoid Treatment
U0332,45+,Sensitive,Severe,All over face,Rarely reacts,Alcohol,Anti-aging,Pustules,Low,High,Moderate,None,Retinoid Treatment
U0324,45+,Oily,Mild,Cheeks and jawline,Often reacts,Alcohol,Acne and breakouts,Papules,Low,Low,Moderate,None,Soothing Cleanser
U1454,25-34,Sensitive,Severe,T-Zone (forehead/nose),Often reacts,Fragrance,Large pores,Cyst,High,High,Cold,Menstrual,Retinoid Treatment
U1019,18-24,Combination,Moderate,Jawline and chin,Sometimes reacts,Sulfates,Oily/Shiny skin,Blackheads,Low,High,Cold,Luteal,Niacinamide Serum
U0652,35-44,Sensitive,Moderate,T-Zone (forehead/nose),Often reacts,Alcohol,Dryness or flakiness,Pustules,Low,Low,Moderate,Ovulation,Soothing Cleanser
U0136,25-34,Normal,Severe,Cheeks and jawline,Rarely reacts,Parabens,Oily/Shiny skin,Pustules,Low,Low,Hot,Menstrual,Retinoid Treatment
U0545,18-24,Normal,Mild,All over face,Sometimes reacts,None,Acne and breakouts,Blackheads,High,High,Cold,Luteal,Niacinamide Serum
U0947,35-44,Normal,Mild,Jawline and chin,Often reacts,Alcohol,Dark spots/Uneven tone,Blackheads,Low,Medium,Moderate,Follicular,Soothing Cleanser
U0681,25-34,Normal,Severe,T-Zone (forehead/nose),Sometimes reacts,Fragrance,Anti-aging,Cyst,High,Medium,Moderate,Ovulation,Retinoid Treatment
U0712,45+,Normal,Mild,Cheeks and jawline,Rarely reacts,Parabens,Dark spots/Uneven tone,Pustules,High,Low,Hot,Follicular,Gentle Hydrating Cleanser
U0159,25-34,Normal,Moderate,Cheeks and jawline,Often reacts,Alcohol,Oily/Shiny skin,Papules,Low,Medium,Cold,Follicular,Soothing Cleanser
U0853,18-24,Combination,Severe,T-Zone (forehead/nose),Rarely reacts,Sulfates,Anti-aging,Blackheads,High,Medium,Cold,Luteal,Retinoid Treatment
U1493,35-44,Normal,Severe,Cheeks and jawline,Often reacts,None,Oily/Shiny skin,Papules,High,Low,Cold,Luteal,Retinoid Treatment
U0196,45+,Dry,Severe,Cheeks and jawline,Sometimes reacts,None,Dark spots/Uneven tone,Pustules,Low,High,Cold,Follicular,Benzoyl Peroxide Treatment
U1487,13-17,Dry,Mild,,Rarely reacts,Sulfates,Anti-aging,Papules,Medium,Low,Hot,Menstrual,Niacinamide Serum
U0530,18-24,Dry,Moderate,All over face,Sometimes reacts,Parabens,Oily/Shiny skin,Papules,High,High,Moderate,Ovulation,Gentle Hydrating Cleanser
U0411,25-34,Normal,Moderate,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,Cyst,High,High,Cold,None,Retinoid Treatment
U0097,18-24,Sensitive,Moderate,All over face,Often reacts,Parabens,Acne and breakouts,Pustules,Medium,High,Cold,Menstrual,Soothing Cleanser
U0603,35-44,Dry,Severe,Jawline and chin,Sometimes reacts,Alcohol,Acne and breakouts,Cyst,High,High,Hot,Ovulation,Retinoid Treatment
U0157,45+,Combination,Moderate,Jawline and chin,Often reacts,Fragrance,Oily/Shiny skin,Pustules,Low,Medium,Cold,Follicular,Soothing Cleanser
U0420,13-17,Oily,Moderate,,Rarely reacts,None,Large pores,Papules,Medium,Medium,Moderate,Luteal,Niacinamide Serum
U0661,35-44,Oily,Severe,All over face,Often reacts,Parabens,Dark spots/Uneven tone,Papules,High,Medium,Moderate,None,Retinoid Treatment
U0478,18-24,Dry,Mild,Jawline and chin,Rarely reacts,Alcohol,Dark spots/Uneven tone,Cyst,Medium,High,Hot,Luteal,Retinoid Treatment
U0629,25-34,Normal,Moderate,T-Zone (forehead/nose),Often reacts,Sulfates,Dark spots/Uneven tone,Papules,Low,Medium,Moderate,,Soothing Cleanser
U0880,18-24,Dry,Mild,Jawline and chin,Often reacts,None,Oily/Shiny skin,Blackheads,Low,Low,Moderate,Follicular,Soothing Cleanser
U0966,13-17,Combination,Mild,Cheeks and jawline,Sometimes reacts,None,Dryness or flakiness,Pustules,Low,High,Cold,Follicular,Gentle Hydrating Cleanser
U0448,25-34,Combination,Moderate,All over face,Sometimes reacts,Alcohol,Acne and breakouts,Papules,Low,Low,Moderate,Luteal,Niacinamide Serum
U0179,35-44,Dry,Mild,Jawline and chin,Rarely reacts,None,Dark spots/Uneven tone,Blackheads,High,High,Cold,Ovulation,Niacinamide Serum
U0391,25-34,Sensitive,Moderate,Jawline and chin,Sometimes reacts,None,Anti-aging,Blackheads,Medium,High,Hot,None,Soothing Cleanser
U1318,18-24,Dry,Moderate,All over face,Rarely reacts,,Oily/Shiny skin,Papules,High,High,Hot,Follicular,Gentle Hydrating Cleanser
U1145,25-34,Oily,Mild,Cheeks and jawline,Often reacts,,Anti-aging,Blackheads,Medium,Low,Cold,Luteal,Soothing Cleanser
U1269,35-44,Dry,Moderate,Cheeks and jawline,Often reacts,Fragrance,Acne and breakouts,Papules,Low,Medium,Cold,Follicular,Soothing Cleanser
U1079,45+,Normal,Moderate,All over face,Often reacts,None,Large pores,Papules,Low,High,Cold,Menstrual,Soothing Cleanser
U1421,13-17,Normal,Severe,All over face,Sometimes reacts,Fragrance,Oily/Shiny skin,Cyst,High,Low,Cold,None,Retinoid Treatment
U0888,45+,Oily,Mild,Cheeks and jawline,Rarely reacts,Sulfates,Anti-aging,Blackheads,Low,Medium,Cold,None,BHA Exfoliant
U0933,13-17,Oily,Severe,Cheeks and jawline,Rarely reacts,Fragrance,Dark spots/Uneven tone,Cyst,Medium,Low,Moderate,None,Retinoid Treatment
U0814,18-24,Oily,Mild,T-Zone (forehead/nose),Rarely reacts,Sulfates,Dark spots/Uneven tone,Blackheads,Medium,Medium,Moderate,Follicular,BHA Exfoliant
U0768,18-24,Oily,Severe,Cheeks and jawline,Rarely reacts,Sulfates,Oily/Shiny skin,Cyst,Medium,Low,Cold,None,Retinoid Treatment
U0812,35-44,Oily,Moderate,Jawline and chin,Sometimes reacts,Fragrance,Dryness or flakiness,Papules,High,High,Cold,None,Niacinamide Serum
U0295,18-24,Oily,Moderate,All over face,Rarely reacts,,Acne and breakouts,Pustules,Medium,Low,Moderate,Follicular,Salicylic Acid Cleanser
U0562,18-24,Normal,Moderate,T-Zone (forehead/nose),Sometimes reacts,Sulfates,Acne and breakouts,Cyst,Low,Low,Cold,None,Retinoid Treatment
U0900,13-17,Dry,Severe,Cheeks and jawline,Often reacts,Sulfates,Oily/Shiny skin,Pustules,High,High,Cold,,Retinoid Treatment
U0089,25-34,Combination,Mild,All over face,Sometimes reacts,Alcohol,Oily/Shiny skin,Pustules,High,Medium,Hot,None,Oil Control Moisturizer
U1008,13-17,Normal,Mild,Jawline and chin,Sometimes reacts,Fragrance,Acne and breakouts,Papules,Medium,Medium,Moderate,Menstrual,Niacinamide Serum
U1232,13-17,Combination,Moderate,Jawline and chin,Sometimes reacts,None,Large pores,Pustules,Low,Medium,Hot,Follicular,Niacinamide Serum
U1490,45+,Normal,Moderate,All over face,Sometimes reacts,Alcohol,Large pores,Papules,High,High,Hot,None,Salicylic Acid Cleanser
U0716,45+,Combination,Severe,T-Zone (forehead/nose),Often reacts,Fragrance,Dark spots/Uneven tone,Pustules,Medium,High,Hot,Follicular,Retinoid Treatment
U1417,45+,Combination,Severe,Cheeks and jawline,Often reacts,Fragrance,Oily/Shiny skin,Pustules,Low,Medium,Hot,,Retinoid Treatment
U0719,13-17,Oily,Mild,Jawline and chin,Often reacts,Parabens,Oily/Shiny skin,Blackheads,Medium,Low,Moderate,Ovulation,Soothing Cleanser
U0974,25-34,Oily,Moderate,All over face,Sometimes reacts,None,Dark spots/Uneven tone,Blackheads,Medium,High,Cold,Menstrual,Niacinamide Serum
U0291,13-17,Combination,Moderate,T-Zone (forehead/nose),Often reacts,Parabens,Acne and breakouts,Blackheads,Low,High,Moderate,,Soothing Cleanser
U1448,13-17,Dry,Severe,T-Zone (forehead/nose),,Alcohol,Acne and breakouts,Blackheads,Medium,Medium,Cold,None,Retinoid Treatment
U0614,45+,Sensitive,Mild,Jawline and chin,Sometimes reacts,Parabens,Anti-aging,Whiteheads,Low,Medium,Hot,,Soothing Cleanser
U0349,13-17,Oily,Moderate,T-Zone (forehead/nose),Rarely reacts,Parabens,Oily/Shiny skin,Papules,Low,High,Cold,Follicular,Salicylic Acid Cleanser
U0586,18-24,Dry,Mild,All over face,Sometimes reacts,None,Oily/Shiny skin,Pustules,High,Low,Hot,Luteal,Niacinamide Serum
U1442,13-17,Dry,Moderate,All over face,Sometimes reacts,Sulfates,Acne and breakouts,Cyst,High,Low,Cold,,Retinoid Treatment
U0713,25-34,Sensitive,Moderate,Cheeks and jawline,Sometimes reacts,,Acne and breakouts,Papules,High,Medium,Moderate,Ovulation,Soothing Cleanser
U0856,18-24,Sensitive,Severe,Jawline and chin,Often reacts,Sulfates,Anti-aging,Cyst,Medium,High,Cold,Follicular,Retinoid Treatment
U0618,18-24,Oily,Severe,Cheeks and jawline,Rarely reacts,Sulfates,Dryness or flakiness,Cyst,Medium,Medium,Moderate,Follicular,Retinoid Treatment
U0459,25-34,Normal,Moderate,Jawline and chin,Often reacts,None,Oily/Shiny skin,Pustules,High,Medium,Moderate,,Soothing Cleanser
U0376,18-24,Oily,Mild,Cheeks and jawline,Sometimes reacts,None,Acne and breakouts,Papules,High,High,Hot,Follicular,Salicylic Acid Cleanser
